User,Review,Rating,Date
A Google user,"It used to be better, I am writing this on the basis of my today's experience. I am unable to contact them via phone as it tiredlessly says everyone are occupied at the moment and cuts off. I try the app, it displays ""oops something is wrong. Try again later"". Isn't it supposed help me communicate my situation? well it isn't serving it's purpose!",1,2024-05-02 18:09:16
A Google user,"Why isn't this app has mac filtering,. Block certain device to access your connection,.. It would've been great if we had full control over our router,.. They give default router,.. I think reason why wlink isn't giving permission to customise our router as we like, because i bet our connection has been shared, when everyone using the internet at the same time(ex:evening) it slows down rapidly... Shame on you...",1,2018-10-03 21:37:11
A Google user,Worst app. Half the time the app doesn't even open and when it opens it doesn't function as it's supposed to. I need to constantly restart my router because internet is so slow and guess what the app doesn't work. If you are making everything in app blocking router page at least do it properly,1,2023-08-29 15:29:05
A Google user,It's lacking far too many settings. If you're not going to allow us to access the router page then at least add most of the important features and not just some simple ones like password change. Making your customers contact customer support to change a few minor settings is tedious for us as well as your employees.,2,2023-06-15 21:03:07
A Google user,"ISP (Interrupted Service Provider) acting like a middleman, Customers should be able to opt in to accessing the admin panel of the router located at their homes, this app handicaps users such that users need to install secondary router just to filter devices when the primary router has that feature (app shows it doesn't) Even an ADSL router from 10 years ago had that feature. Appends wlink to user names for promotion like they gave us the wifi for free and wifi is slow as hell.",1,2020-08-13 21:08:20
A Google user,"I don't think this app is useful. If you don't fix mac filtering issues which i am facing a lots while blacklisting unknown devices, i will shift to other... they provides full authority/access to me to enter router through ip. I don't understand why worldlink restrict me to take full access. It will be more easier to me to control and use. I am bore with myworldlink app. I am facing many other issues in this app",1,2024-02-09 02:12:15
A Google user,"I have been using this ISP for past 4 years. Used to be the best ISP but now one of the worst. Recently, I subscribed for another year and I regret on that. It is worthless to open ticket or call because it doesn't make any differences. Please provide a stable connection and the speed what I paid for. Losing one customer might not make any differences for you but you're sure to lose huge customers if you don't address these issues soon.",1,2020-08-25 21:50:31
A Google user,"App doesn't respond and the it takes so much time to view commected devices and it doesn't work properly when we add device mac address in white list, it takes a lot of time.",3,2025-02-25 13:39:14
A Google user,These app is so useless that when internet is so slow it takes long time to load and when we check internet speed it shows always fine even though internet speed is very low. And alot of reporting feature ls has been dismissed . Why is it?,1,2025-02-18 13:32:31
A Google user,"Worst update, after update everything is messed up. I can't even Hide my ssid and turn on MAC filter. Now I cant even block a device because it doesn't show connected devices.",1,2025-02-28 15:09:43
A Google user,"It has become easier for me to take online classes while using it, and when the data from the mobile phone is raining, there was a problem when the internet did not work due to other reasons. Now this problem is no longer there. It is easy to see and listen to the online activities that happened in other countries.",5,2025-01-17 08:14:11
A Google user,I have been their client since 2017.Once the internet is down the app access will be offline even though one tries to use it via mobile data.The call centre would have above 30 waiting with more than million customer you have to wait and once u get a person to talk to they act as if they can fix your internet via phone.Having huge customer base is boosting thier monopoly ego.They lack in customer service alot..one doesn't have option to change due to same issue.,1,2025-02-02 21:34:33
A Google user,"Very bad very bad,I recommend to all nepalese to don't use this WiFi.Very bad service.we have to pay if we change location.they cut internet without any information.very slow.",1,2025-02-23 16:51:49
A Google user,"Absolute garbage, nothing in this app is functioning properly. Worldlink really needs to improve their mobile app. This is straight up trash.",1,2025-03-05 20:25:33
A Google user,Very slow and device filtering is very buggy and most of the options always error and dont change anything,1,2025-02-01 16:20:47
A Google user,should be added with customer username with password so it would be easy to login without sending otp again and again,3,2025-02-28 19:31:14
A Google user,"Useless app, doesn't even provide a proper user friendly application, to stop WiFi scanning I was trying to apply white list through router settings guess what this useless app and features also very slow damn which generation app are they using at least by taking a full payment try to upgrade your app features and make it handy. Useless seriously very useless app. Also tell me how to stop other devices which are connected through scanning stop cause your useless app white list doesn't work.",1,2024-12-24 23:06:31
A Google user,I like much more @great service .when im going outside also every place im online .That is great .,5,2025-02-08 04:52:35
A Google user,I can't open it properly and there are so many bugs in this app and even can't change my password login ta Hudaina password tada ko kura,1,2025-02-02 21:56:27
A Google user,"Internet usage should be updated in daily basis..today is january 23 and if i check the internet usage,it is showing me of January 1 and 2 only Rest all ok",3,2025-01-23 15:02:56
A Google user,"This is a review only of the app and not of the internet service itself. The app has a lot of potential and can prove to be really helpful, but it has a few bugs in it that render it quite annoying. The notification bell shows me I have 30 notifications, but when I tap on it, it just keeps loading without showing me any notification. Also, the password field goes blank after changing it once and reopening the app. These little things, if improved, can greatly enhance the app experience.",3,2022-01-17 10:44:21
A Google user,"This app is very very buggy, the buffering takes ages to load and the overall experience is confusing moreover the internet service was okay and didn't let us complain but nowadays the internet has gotten really really slow and whilst trying to use the app for some help it just doesn't let me in, while YouTube and other heavily data consuming apps run okayish with lag here and there the worldlink app itself is unable to operate on their own wifi connection. Very poor software management.",1,2023-08-25 20:12:32
A Google user,Can login in only two devices at a time.,4,2025-02-28 20:08:37
A Google user,"Doesn't work properly its takes too much processing time when i open app or try change password, Also when i try to on device filter it doesn't work at one time . I have to try 10 times , And when filtering on and i try to put devices mac address it doesn't work in one time . It take 5 times to add one device",1,2025-01-22 17:14:16
A Google user,This app has too bug. I really didn't like this app. using Mac filter it can't filter my device .The app was restrict my device too. I hadn't seen that types of bug. When I had block any device the app is can't able to do. This app is too slow and I experience this bug too. When I have to make devices block it's bug can block that device for only my seen times after that the device is connected with my wifi. If there was minus point I give this application. This app isn't for uses.,1,2024-12-14 08:28:18
A Google user,The WiFi is extremely slow and there's no option to select my own channel. It automatically selects the worst available channel. There's not much customisation on the router beside changing passwords and SSID.,1,2025-01-04 21:27:08
A Google user,"Worldlink is getting terrible every passing day. I would rate 0 stars if it was possible. I'll be switching to other ISPs this September, 2021. 1) The support mobile number in their official contact us page doesn't work anymore. 2) It takes 10 attempts to connect to a call. Even then, the call disconnects abruptly instead of holding customers in queue. 3) My connection was cut 15 times even after I paid a one year fee 1 week in adavance. They termed it as Accounting issue and it was resolved only after calling the support team EVERYDAY FOR 20 DAYS. 4) Connection fails to establish for 15-20 minutes after every electricity cut. 5) Too fancy mobile app that doesn't load in slow/normal data connection",1,2021-06-22 12:22:30
A Google user,Easy to navigate and make the changes.,5,2025-03-07 14:23:02
A Google user,"Hello WorldLink Communication Technical Support Team, I would like to report a problem with the MyWorldLink app. When the app is used with a screen reader, blind users are facing difficulties controlling the Wi-Fi as none of the options can be clicked. This issue is not present for sighted users who can use the app without any problems. The app is otherwise accessible for blind users, the only issue is that the options are not clickable. Could you please investigate and fix this problem? Thank y",5,2023-04-01 07:29:58
A Google user,"Hopeless app. Everytime i try to login, it says verification code is sent to your registered mobile number, but the code does not get delivered despite several tries. Worldlink needs to look into this and solve the issue asap. I even called customer care, but they themselves dont know what is going on. How come they are employees of such a big ISP but dont know how to solve issues related to their own app. Currently, it's a one star for this app.",1,2024-03-15 13:45:06
A Google user,"Some of the features like Safe Net is just for customer attraction purpose; it's not working. I gave only one star because the ISP is very clever, they don't give you the exact speed; such as the worst connection. I have been facing this issue for 4/5 months. In the context of Nepal every time we need to hit the foreign server for every browsing so we need better International speed however, they don't provide you. #I recommend to new users: You have another ISP choice.",1,2022-02-13 10:44:35
A Google user,TOO MANY BUGS 1. Device filtering doesnt function properly; Problem regarding blacklisting unwanted MAC ids and connected devices 2. Frequently Logged out of device 3. Interrupted services And many more... STATES MORE FEATURES BUT WE ARE GETTING MORE BUGS This app has lost its functionality with every update,1,2024-10-16 21:14:14
A Google user,"Your slogan should be slowest internet of Nepal! I have reached out multiple times through Facebook, website and even raised tickets in the app mentioning the issue! Got a reply from Facebook but that was not helpful at all!! The website and app is useless for communication, you will get ignored! The worst is this app, it is only good for reminding us to pay at time! Great!! Thank you for your wonderful service!",1,2020-08-13 05:50:29
A Google user,"Very bad service. It has been almost 1 month. Since, i have complained about to change router. But from your side i didn't receive any response. I have called many times and complained about i don't know why you people are not showing any interest to slove this problem. Even i have called to your Technician also But he didn't receive my call. When i call from another number then only he used to pickup the call. And he always says m coming to change the router. But it has been almost 1 month.",1,2023-02-28 21:24:22
A Google user,"App is useless when internet is not working. Like I understand some features would need internet but if I want to use app to restart the router eg in event when internet is not working, I can't even open the app. Why do I need internet to communicate with my local router? Also the support portal is useless, once I raised an issue, the support agent had called me once I couldn't answer so they closed the issue, no way for me to add any info or reopen the issue -_-. Rest is okay.",3,2021-09-25 05:38:40
A Google user,Overall the app is good (excluding internet speed) but there is an issue with viewing connected devices.. I first thought it happened because of device but after trying it through multiple devices I can assure there is a problem with app. I cleared all caches and even tried in a new phone yet the problem exists... please check on it.,3,2020-08-26 20:43:29
A Google user,"Being nepal's no.1 isp & having a lot of glitches isnt acceptable. Recently i tried to login & then i didn't receive authentication code in my mobile .My router is showing 2.4/5g together, there arent seperate ssids and then logged into this glitchy app, there is an option called band steering through which i should be able to change weather i show both ssid or seperate ssid for 2.4 and 5GHz, guess what? i wasnt able to change it. i am getting ""Alert"" Nothing to save, when i try to change.",1,2022-05-03 00:44:06
A Google user,"The customer service is so bad. I mean why they made a app if they can't understand basic English. The computer advised me to mail, I mailed, then they replied me in mail saying tell that thing again in what's app and after that. At the end I had to call them. Why the hell worldlink can't afford a single toll free number.",1,2024-09-10 23:18:28
A Google user,Worst app . This app gave me headache. Too slow. Been trying to block someone. But nothing happened,1,2025-02-16 22:05:08
A Google user,Worst application and irritating. When I use mac filter it is non functional. Why world link doesn't allow root access of router to the user? There's no options for zero star otherwise I give zero star.,1,2024-12-17 21:43:53
A Google user,App is not working properly,1,2025-02-26 08:02:02
A Google user,Good service and fast net,5,2025-03-06 11:58:39
A Google user,"Very limited functionality you are not providing router access so better make the app a bit more feature rich, for example you want to reboot your router cause your internet is not working and guess what the app requires internet in order for it reboot 😆. Wifi mobility is a nice feature but there are not many hotspots around. My internet is not working so I subscribe a data plan to report it on the app guess what the app also don't work 🤣. I'd like to say the app is hideous with no features.",2,2021-09-14 14:00:17
A Google user,"I strongly advise all WorldLink users to avoid using their services. There are several reasons why you should steer clear of WorldLink. Firstly, if you have paid for an entire year and find yourself needing to disconnect for any reason, you can forget about getting a refund. WorldLink refuses to provide any reimbursement, leaving you at a significant loss. Moreover, WorldLink is far from reliable. Despite their promises of consistent connectivity and high-speed internet",1,2023-06-04 16:35:48
A Google user,I have been feeling that this year when our package of 25 mbps for 1 year got expired and we have added again the same but I have noticed that the condition of internet connection is poor than before.I thought there might be some issues and will work correctly after couple of days but the internet speed has become so poor that I can't even play a game correctly the ping is going high.I have been reporting this but nothing is happening. I was expecting more.,1,2020-04-25 12:09:04
A Google user,"The app has very easy interface for users,We feel no more difficult in using application and the more customized.It helped me to do many Things so that it is very good. I like because it helped me to change the Password 🔑 of `WIFI.Thank you ""WORLDLINK"" For providing valuable facilities.to uS",5,2024-10-30 13:59:58
A Google user,"Just let you change password and view connected devices and Mac filter. And they call it we are giving you control.. 🤣 This app is just a cover up for not letting us have router access. You can't login to router page and configure advance features like port forwarding, IP filtering , Changing router channel and many more. I would recommend new user to choose other isp if they want those feature.",1,2022-02-15 19:31:27
A Google user,"Recently I can't change the wifi password and that so called website of yours cannot even be loaded and wth is wrong with this wifi I'm seriously pissed off like I CAN use YouTube,Facebook,Google messenger....BUT when I ""play"" online games for example Pubg I CANNOT play the game sometimes It says something is wrong with your WIFI and says network error poor signal when I'm literally standing in front of the router FIX it already Can't even play games during this lockdown",1,2020-03-28 16:08:54
A Google user,"Worst network service ever .At First it was very convenient to use but after few month network service drop down drastically.It keep on getting no network even after recarging it .It has made my blood boil so much recently.Choosing this network was worst choice ever.I can't use facility like YouTube,tiktok ,game and many more .If I can't use them properly then what is the point of having this network???????",1,2023-08-21 21:29:26
A Google user,I am having really bad experience with World link regarding setup box connection. It has been 5 days and I was told someone will call you shortly but no call whatsoever. When I make a call myself I am constantly told that the ticket has been cancelled due to system complications. It has been 4 times now that I have made a call and yet the issue hasn't been fixed. I was never so disappointed on worldlink and their service. Terrible terrible experience,1,2022-10-13 16:15:42
A Google user,"Last time I had rated only 2 star but now I am giving it 5 star for now. The app has gone better with every update. They have listen massive customer request to add mac filtering service which was non existent on previous version likewise the app is much more functional and responsive to our clicks, various graphic and information quality has improve and many more new additional features and changes has made this app usable and really worthy to call a proper function app at least. Massive thanks",5,2020-03-30 20:51:42
A Google user,"App doesn't seem to work most of the time, always facing problem using test speed, and trying to change some settings, it hardly allows me and, most of the options clicked, backs out app. Sorry but devs really need to work on this app.",1,2021-06-18 08:38:21
A Google user,I am using 20mbps offer but when I watch videos at website at night it keeps buffering. Its so annoying. The download speed is not even 1mbps. It used to work just fine at first but after 1 2 month the network speed is super slow. Not satisfied with worldlink.,2,2018-10-15 21:32:13
A Google user,"Poorest service untrusted customer care, 8 times raised ticket due low optical fibre and slow connection. Without any survey worldlink closing all the the tickets and showed fake survey. No person visited to check the issue on said time. If you are not interested to resolve the issue please confirm i have no issue, will switch to another service provider.",1,2023-03-25 14:07:02
A Google user,"Total waste of a app. it would be sheer luck that the app gets opened in 70 tries. the internet sucks, would have given 0 if there waa a option. who tf gets 700 ping on a Singapore server in a high end PC, can't even play my apex from a week. changing my isp whenever this lockdown ends .",1,2021-06-29 15:57:20
A Google user,"Having used this app for 3 years, the app today still looks half-baked. 80% of the time, the app doesn't work as planned and when it works miraculously, simple change takes ages. Raised the issue so many times in call, but no avail. Still waiting for a proper functioning app.",1,2021-06-23 16:26:01
A Google user,"Too many UI bugs. For example: taping a button not bringing any result, servive renewal service with repetitive same response, pay now button not working with an error message. Restart router option missing which is 100% required upon payment when the subscription status was expired, and many more UI inconsistencies.",2,2023-05-14 12:28:13
A Google user,- cannot pay through the app. the app keeps loading when you click on the pay option. - stores our password in plain text which is a major flaw in the security of our network - viewing connected devices takes extremely long to load and is mostly inaccurate - doesn't let us to configure the router,2,2022-07-17 07:32:46
A Google user,"The worst app I've ever used. Whenever I want to do or see something even though I have a WiFi connection, ""Attention Connection error"". My ass! The hell kind of app is this which doesn't even work with their own network?! What a waste.",1,2019-07-31 20:00:22
A Google user,"Its fine but some of your features are not working properly. Whenever i try to enable device filtering its shows ""device filtering succesfully applied"" but the thing is that it automatically truns off immediately . I thought it was jst a glitch so i reinstall this app many times bt same problem no any changes. Please fix this problem....",4,2020-06-26 09:00:37
A Google user,It is easy to use but it has a problem that it does not show the accurate no. Of connected device and I think I would be better to increase the no. Of device that can be filter i.e. either block or allow.,3,2019-12-12 18:04:26
A Google user,What bugs did you fix in the update. I'll tell you about a new bugs 1. Tickets can't be opened. 2. Safenet can't be turned on. 3. in the safenet page it shows loading literally forever and if you back up and turn it on it is fake cause if you go to page again it shows off and is loading forever.,1,2021-07-28 08:42:23
A Google user,It's a nice app. The concept is good but there are some errors. The data provided while doing speed test is inaccurate. Also if we extend 3 days then they will cut more than 3 days after we pay for one month subscription.,3,2022-07-22 18:36:40
A Google user,Easy and useful but there are always some faults in application. Being Nepal's no. 1 internet provider it's shame that there is always some mistakes in app. Previously password couldn't be changed now device filtering and parental control features don't work!!,1,2020-01-17 14:38:06
A Google user,"This app isn't well optimized. The device filtering features doesn't works when needed, and if it works then sometimes not only the selected one but all other devices get blocked, and sometimes the device filtering is unable to work.",1,2023-02-01 14:58:37
A Google user,"Worst Customer Support! I get call before the billing period to make the payment even before the actual payment date. And when I ask for the support call - ""it's our policy, call garna mildaina"". Ridiculous! The tickets opened in the app get resolved without any actions. I am only subscribed to this because I don't have any other option. I don't recommend this service at all!",1,2021-07-12 13:48:46
A Google user,Just having the worst experience of worldlink internet. It takes a lot of time to access to internet after restarting the router. And also I'm experiencing too much ping fluctuation throughout online games . Worst case is online games are not even loading for some reasons.,2,2020-03-28 02:08:38
A Google user,I am trying to add a mobile to the blacklist but its not working and the device filtering always turns off again even I switch it on and click on the tick button on the top right side. Why is this not working? Is it a fault of app or what??,2,2020-05-23 22:00:26
A Google user,There are many things thats should be manage. Like -while adding the some device in black list wifi gone disconnected. -Too slow process while using it. -Security should be more strong. - should decrease the loading time. - internet graph not showing accurate information.,1,2020-05-26 10:12:24
A Google user,The current version of application can't support the device filtering function even the function is there. And all the time we have to raise ticket regarding slow internet connection. The connection is slow even there are no another device connected.,2,2020-08-28 17:04:52
A Google user,"Okay, all right. But I am stuck in device filtering. It says "" Device filtering successfully applied"" but no changes was made. I am tired of this. ---- ----- ------- Older version was much better. I can't filter devices. There is no reboot button. For now 1s.",2,2020-04-16 11:22:13
A Google user,"Everything is very well but I face Mac filtering problem. To add, remove and see the list of added mac address of devices is a big problem. Anyone can hack the WiFi easily with various hacking apps. Need to develop such feature soon.",1,2021-09-06 13:56:06
A Google user,"Hi, so my router was offline for 2 weeks. And i tried contacting but you didn't care. And it finally got fixed today after exact 2 weeks. Of my first ticket. And technicians told me ki it was my fault and not of router so i won't be getting compensation days plus i had to pay for a adaptor! Why????? I've already paid for router, installation and 3 months ko! Now why for adaptor?????",1,2023-05-08 12:58:23
A Google user,Current download and upload running speed is not shown in this version as in previous version. There is some error/bugs in device filtering. Also it would be better if individual user's speed of internet can be set.,3,2020-05-19 08:47:46
A Google user,I don't like this app. It looks so bad. It needs to be updated with great and beautiful UI. The app does not functions properly. I was unable to change WiFi password. So please make it better and functional.,1,2022-07-04 12:51:58
A Google user,Provided are a lot of details of my net subscription... some that i didn't even expected like current up/down and even the billing history. EDIT: A problem occuring recently is that the app's support feature doesn't respond exactly when the internet is out when using data. That's the most important time for the app to work.,4,2021-07-09 21:22:43
A Google user,"It takes longer to see connected devices and many other issues to be fixed. You have earned a lot, spending little more on well app developers wouldn't make you on loss. And also sometime the internet lags. 1 star will go to 5 if these are fixed.",1,2020-01-08 08:52:04
A Google user,Band steering issue is still not fixed. It still says 'Invalid Config Parameter'. For now they manually turned it on for me but what if i want to turn it off? Its not ideal to contact the staff everytime i want to turn it off or on.,2,2023-03-23 15:46:59
A Google user,Worst app.. Device filtering feature is totally useless. I couldnot blacklist other devices. Whenever i try Something went wrong pop ups. If you can't provide full access to the customer through app just give them access to the router . Such a disgusting app,1,2023-04-18 11:45:40
A Google user,Fix this app or else remove it !!! What the uses of this app when it doesn't even works ? It's been 10 days + and this app is not even functioning it only shows worldlink rather than that it doesn't even works. Fix it ASAP. How are your customers able to see their connection status when the app is not even moving.. Remove the app if you can't solve the issue or fix is ASAP. Such a poor service of Worldlink feel shame for calling yourself a number one ISP,1,2023-04-14 09:58:34
A Google user,"It's fine enough but not so good for controlling connected devices. we can't control them properly, like if we need to filter the devices first we should get the options to whitelist them and blacklist but we just don't get that option and directly we have to click on none, allow whistlisted ,or blacklisted and then we can add other devices in the list while doing so we are already disconnected and if you think of blocking someone's device you will be blocked lol.so,for that i request to improve",2,2024-09-04 00:09:05
A Google user,"After the recent update I can't even change my routers password the password page even won't load. I am so frustrated that I paid for the whole year else I would discontinue right away. And ever since my tenants installed same net I can feel the speed going down. I would give 0 star if possible. Net is slow as hell , not recommended for anyone. Can't even play a decent game with this net.",1,2020-03-26 17:21:01
A Google user,"Bandwidth selected to lowest and when I had to reset back to my subscribed bandwidth, it failed. when talked to the support team, they did the job and told me to reinstall the app and it worked .... please fix this issue with the app",3,2018-12-30 21:03:22
A Google user,"Don't wanna give this even a 1 star but still it is what it is now that this app keeps getting update, it never fixes it's way of keep logging out it's user and it's getting pretty irritating lately and also there are a bunch of error and issues regarding this app so I would like you to look after this issues and bugs rather than your update, thank you.",1,2024-07-03 20:57:25
A Google user,Very dissatisfied from service.. At the time of installation they give very prompt service and after it is installed they are changed. I have installed wifi with 1 net TV and at the time of installation the charge was only 1000 for installation of net TV...I have followed up so many times but they did not provided set up box for connection....and now after few months they say that charge has been increased you have to pay 3850 for net TV connection...what type of service is this?,1,2020-07-21 09:29:30
A Google user,"Got even worse now after the lastest update. So many new issues and bugs, I can't use device filtering option, it says ""your device does not support device filtering"" even when I have a 5GH router of nokia, it used to support before. 2nd issue I can't see my ticket created on my ticket history.",2,2022-09-15 23:19:14
A Google user,"I am really depressed with the speed and service that has been provided to me, such as buffering in YouTube videos at 480p, as well as online games such as Pubg that are not playable with this speed, because there are very high fluctuation in Asia server around 400 ms to 600ms and some time server time out due to ping goes 900ms. But main problem regarding speed test at worldlink app it seems fine according to bandwidth. Complain many more time but still my problem is not being solved..",1,2020-08-30 23:43:43
A Google user,Worldlink doesn't provide router access to its customers. The app is only way to manage your security. However the app doesn't provide feature of MAC filtering. It will be much appreciated if it provide MAC filtering option and option for setting data limit for every individual device as parental control.,1,2018-12-13 09:25:21
A Google user,"What has happened to worldlink. I have been experiencing its downfall since last 2 years. I have 3 user accounts and 1 corporate account. If this trend continues, I will have to think of switching. And this app is terrible. It doesn't even sign in. I hope the team come up with something before it's too late.",2,2021-07-17 21:16:30
A Google user,"I couldn't change the Wifi password, it keeps saying that there are some invalid characters, even for the suggested password. I tried for different length password, strong weak, plain text and even suggested password, but couldn't change the password.",2,2021-08-20 13:11:25
A Google user,"Very buggy. I paid my bill for 1 year in aug 9 2022 app is still showing 2 days remaining. Tried opening a ticket , it wont submit. Api response for various button is so slow that chito bhanekai worldlink is put to shame 😑 How does buggy app like this gets deployed to production I tried creating another ticket but message shows similar tickert already created, still i cant see any ticket in apps support section.",1,2022-08-11 22:25:09
A Google user,Probably the lousiest app i've ever came across.. can't even change the password smoothly forget about the problems related to device filtering .If this kept on going i am afraid i would have to part ways. Hope you take this into consideration !,1,2021-03-20 12:50:20
A Google user,"The connection is slow as hell and it stays in buffering mode most of the time. When I called the customer care they would say, pay some more money and take 5g and it will get better. Same thing I was told for fiber. I guessed, this is how business is done... Good one..",1,2022-04-20 12:21:20
A Google user,"Pathetic! Horrible ! disappointing !! Very slow,mac filtering not working properly, unable to switch amongst ssids and many will be found if checked carefully. If possible revert in old version and work on new update. Please do fix it ASAP.",1,2023-09-13 20:26:28
A Google user,"The router config is worst. I want to filter device,trying to add to whitelist, there will a lot of issues. Some time device will no connected at all although device is in white list, sometimes whole whitelist disappeared and need to enter whole thing again.",3,2024-02-15 18:10:43
A Google user,"After the update this app sucks. I was trying to change my wifi password then it shows loading and loading. I've tried with my wifi, mobile data and neighbours wifi but it's just stuck there. At the same time worldlink wifi sucks.😡",1,2021-07-13 18:16:03
A Google user,"1 star because your app whitelist doesn't work at all. my device wifi mac address is in whitelist but still whenever i on the filter my device gets disconnected and your customer service 😐,they don't help at all.they tell me the usual solution i already know. i don't want to insult your app, of course there are some helping features but the main feature whitelist is ..🙄. sooo,yeah that's why my brain is yelling at my heart that your app is trash 🗑️. just hire some good app developers yar.",1,2024-08-24 21:32:16
A Google user,"The app is not working properly. It just wasted my time. I wanted to file a report, but it didn't open & just kept on loading. Then prompted me to login & loading screen again. Infact, I have already logged in earlier. It pissed me off.",1,2023-08-24 21:45:52
A Google user,The worst app. The worst service. I wouldn't give it even full of a zero. It just freezes when trying to run their app. Wlink is the worst. They increase their internet price every month giving you a funny reason of increasing your bandwidth (which you've never asked for and wanted to) and their so called 150 mbps net goes completely dead when ran two mobiles at once. A total thuggery.,1,2023-08-27 16:14:27
