User,Review,Rating,Date,review_nepali
A Google user,everything is ok. But there is no toll free number to call for support. हात्ति छिर्याे पुच्छर अड्क्याे,5,2020-02-25 18:05:45,everything is ओक्. But there is no toll free number to call for support. हा त् ति छि र् याे पु च् छर अड् क् याे
A Google user,Now a days this app is harmful to me.function for eg.enable wi-fy & hide my wi-fi are not working.Developers should mentain their app without Curruption.Again now a days wifi runs too slow.,1,2020-08-10 22:18:06,Now a days this app is harmful to me. function for एग्. enable wइ- फ़्य्& hide my wइ- फ़ि are not working. Developers should मेन्तैन् their app without चुर्रुप्तिओन्. Again now a days wइफ़ि runs too slow.
A Google user,This net is so slow. We pay for 50 mbps and its provides us 5 mbps net service. 50 Mbps net doesnot work fast in 3 phone too. When i play game it goes high ping. This net is M....f.... always shows connection without internet sale game ko bicma tw testo problem naaaush yrr randiko bann worldlink sala khate jaile game ko bichma net janxa. Dhanyabad !,1,2020-06-01 17:58:35,This net is so slow. We pay for 50 म्ब्प्स् and its provides us 5 म्ब्प्स् net service. 50 म्ब्प्स् net दोएस्नोत् work fast in 3 phone too. When i play game it goes high ping. This net is M.... f.... always shows connection without internet sale game को बिच्म त्w तेस्तो problem नअऔस्ह् य्र्र् रन्दिको बन्न् worldlink सल खते जैले game को बिछ्म net जन्छ. धन्यबद्!
A Google user,In this app not alivable to make guest wifi single uptate this problems and also do not alivable to set speed limit in other orher device uptate this problem in my worldlink app,1,2020-06-12 14:37:43,In this app not अलिवब्ले to make guest wइफ़ि single उप्तते this problems and also do not अलिवब्ले to set speed limit in other ओर्हेर् device उप्तते this problem in my worldlink app
A Google user,is basically useless for troubleshooting it doesnt even open for public wifi connection(of freeworldlink) cuz there is no internet,1,2024-11-05 18:11:23,is basically useless for troubleshooting it does not even open for public wइफ़ि connection( of फ़्रेएwओर्ल्द्लिन्क्) चुज़् there is no internet
A Google user,"Cond""** jasto net xa mu** aajha rocket ko advertise garnu mu** Cond""** jasto net xa mu** aajha rocket ko advertise garnu mu**",1,2025-02-02 22:29:29,"चोन्द्""** जस्तो net छ mu** अअझ rocket को advertise गर्नु mu** चोन्द्""** जस्तो net छ mu** अअझ rocket को advertise गर्नु mu**"
A Google user,"Yo jasto slow app aaja samma dekhya xaina...wth fix your app idiots... password change garam vanerw app open garna try garya, it never opens. If you cannot give consistent wifi to costumers atleast euta app tw ramro bana bhosdike. Just use some of money you are looting in the name of high speed wifi on the app. You imbeciles",1,2023-09-17 12:35:58,"Yo जस्तो slow app अअज सम्म देख्य छैन... wथ् fix your app idiots... password change गरम् वनेर्w app open गर्न try गर्य, it never opens. If you cannot give consistent wइफ़ि to costumers अत्लेअस्त् एउत app त्w रम्रो बन भोस्दिके. Just use some of money you are looting in the name of high speed wइफ़ि on the app. You imbeciles"
A Google user,"It was littke difficult during cennecting process, but it is working well. Vikram been very helpfull! I have not met him, but thank you Vikram!!",5,2021-11-28 13:48:20,"It was लित्त्के difficult during चेन्नेच्तिन्ग् process, but it is working well. विक्रम् been very हेल्प्फ़ुल्ल्! I have not met him, but thank you विक्रम्!!"
A Google user,"It takes forever to open the app but says ""छिटो भनेकै worldlink"" .... Net also very slow lately",1,2023-08-24 21:47:00,"It takes forever to open the app but says"" छि टो भने कै worldlink"".... Net also very slow lately"
A Google user,"Using this wifi means sin. This wifi lags if it rains ,the weathwr becomes liyyle windy. This wifi doesnt work well even if it is uaed by 5persons.",1,2019-06-05 17:39:51,"Using this wइफ़ि means sin. This wइफ़ि lags if it rains, the wएअथ्wर् becomes लिय्य्ले windy. This wइफ़ि does not work well even if it is उअएद् by ५पेर्सोन्स्."
A Google user,Fast means worldlink they said but im not agree with worldlink........... in evening time it gets slower even in 20mbps . . . Offer is not statisfaction .,3,2018-10-06 20:09:51,Fast means worldlink they said but i am not agree with worldlink........... in evening time it gets slower even in २०म्ब्प्स्... Offer is not स्ततिस्फ़च्तिओन्.
A Google user,Not exact speed ...as worldlink give offer 5G speed is like a 4G...couldn't find any difference...,4,2021-06-17 12:09:26,Not exact speed... as worldlink give offer 5G speed is like a 4G... could not find any difference...
A Google user,Not working at all. Always shows error server under mantainance.. i m using samsung s8plus,1,2020-03-17 16:57:05,Not working at all. Always shows error server under मन्तैनन्चे.. i m using सम्सुन्ग् स्८प्लुस्
A Google user,Sooooo faking slooowwwwww internet. Even internet explorer runs faster than worldlink's internet.,1,2020-06-29 16:23:42,सोओओओओ faking स्लोओओwwwwww internet. Even internet explorer runs faster than worldlinkऽ s internet.
A Google user,"I dont have words,,the myworldlink app is also the worst app,, especially while blocking other device..device filtering ma majak chali ra xa hai dajai..",1,2020-04-26 12:17:01,"I do not have words,, the म्य्wओर्ल्द्लिन्क् app is also the worst app,, especially while blocking other device.. device filtering ma मजक् छलि र छ है दजै.."
A Google user,veryyyy slow. They clam to have 25 mbps speed but not even 1 mbps,1,2019-09-12 15:50:17,वेर्य्य्य्य् slow. They clam to have 25 म्ब्प्स् speed but not even 1 म्ब्प्स्
A Google user,App is not working properly... Device filtering not work.. black list ma rakheko mac id afai hatera janxa..,3,2022-08-20 14:10:11,App is not working properly... Device filtering not work.. black list ma रखेको mac id अफ़ै हतेर जन्छ..
A Google user,Wifi. Signal is too poor. Wifi doesn't work properly 😒,1,2020-05-20 10:31:32,Wइफ़ि. Signal is too poor. Wइफ़ि does not work properly😒
A Google user,I don't like this app and net because always slow every day ......not a..छिटो भनेको worldink❎❎... its a ढिलो भनेको worldlnk ho✅✅,1,2022-04-28 08:01:17,I do not like this app and net because always slow every day...... not a.. छि टो भने को wओर्ल्दिन्क्❎❎... its a ढि लो भने को wओर्ल्द्ल्न्क् ho✅✅
A Google user,"Poor customer service, lutera worldlink give only 50% of compensation where other ISP even if customer didn't inform earlier. Backoff worldlink.",1,2020-06-28 10:59:06,"Poor customer service, लुतेर worldlink give only 50% of compensation where other ISP even if customer did not inform earlier. बच्कोफ़्फ़् worldlink."
A Google user,I love this app bt i have worldlink wifi because when I am playing PUBG it seems to much lag i buy wifi for pubg and it was tooo much laaging i have worldlink,1,2020-02-05 20:17:43,I love this app ब्त् i have worldlink wइफ़ि because when I am playing PUBG it seems to much lag i buy wइफ़ि for पुब्ग् and it was तोओओ much लअगिन्ग् i have worldlink
A Google user,It's good. Makes my life easier. I love Worldlink. मेरो मुटुको धड्कन.,4,2021-09-30 20:58:20,It is good. Makes my life easier. I love Worldlink. मे रो मु टु को धड् कन.
A Google user,"App doesn't work, and neither do wifi . Nothing works from worldlink",1,2023-06-28 19:24:04,"App does not work, and neither do wइफ़ि. Nothing works from worldlink"
A Google user,"Net nachalesi kasari app use garera problem register garne hola. Not really useful. Worldlink ko service ni kaam lagdo rahenaxa aba, call garda garda haeran technician aaudainan, data li li net chalauna kna wifi ko yetro paisa tirne hola",1,2023-12-12 16:50:11,"Net नछलेसि कसरि app use गरेर problem register गर्ने होल. Not really useful. Worldlink को service नि कअम् लग्दो रहेनछ aba, call गर्द गर्द हएरन् technician अऔदैनन्, data li li net छलौन क्न wइफ़ि को येत्रो paisa तिर्ने होल"
A Google user,World link Wi-Fi is slow on online gaming which irrate people. I make mistake to install Worldlink Wi-Fi. Slow vaneko Worldlink hunuparne ho name. Last irrate garcha online gaming ma Worldlink Wi-Fi vanda 3G data ramro cha,1,2021-05-14 20:36:17,World link Wइ- फ़ि is slow on online gaming which इर्रते people. I make mistake to install Worldlink Wइ- फ़ि. Slow वनेको Worldlink हुनुपर्ने ho name. Last इर्रते गर्छ online gaming ma Worldlink Wइ- फ़ि vanda 3G data रम्रो cha
A Google user,Very bad seevie slow internet and staff are very noob.they take several min to solve issue plz i never recomand woldlink for anyone 😥😣😔,1,2024-06-10 17:20:54,Very bad सेएविए slow internet and staff are very नोओब्. they take several min to solve issue प्ल्ज़् i never रेचोमन्द् wओल्द्लिन्क् for anyone😥😣😔
A Google user,Not good coverage Not good Nettv pakeges Not good Area free wifi Myworldlink apps don't work,1,2022-04-09 17:07:37,Not good coverage Not good नेत्त्व् पकेगेस् Not good Area free wइफ़ि म्य्wओर्ल्द्लिन्क् apps do not work
A Google user,Successfully uninstalled. Doest open on my s20 fe 5g android 12. Gets stuck on worldlink logo. Madarchod app,1,2022-05-11 10:21:45,Successfully uninstalled. दोएस्त् open on my स्२० फ़े ५ग् android 12. Gets stuck on worldlink logo. मदर्छोद् app
A Google user,Don't use this net. It's slow and expensive. Lado net kesto slow chalxa. Muji Kako no internet access.,1,2023-05-29 15:21:54,Do not use this net. It is slow and expensive. लदो net केस्तो slow छल्छ. मुजि कको no internet access.
A Google user,My worldlink app isn't working its been a more than a months....app open garda loading matrai huncha and my Internet is also not work properly its too slow i have been requesting about it so many times...yesto slow cha ki Internet messenger ma video call dari hudaina aru ta k vanum 40mbps package ko lagako tara 30mbps ko service dira cha hawa..... worst Internet service provider raicha worldlink 👎👎👎👎,1,2021-05-19 09:15:50,My worldlink app is not working its been a more than a months.... app open गर्द loading मत्रै हुन्छ and my Internet is also not work properly its too slow i have been requesting about it so many times... येस्तो slow cha ki Internet messenger ma video call दरि हुदैन अरु ta k वनुम् ४०म्ब्प्स् package को लगको तर ३०म्ब्प्स् को service दिर cha हwअ..... worst Internet service provider रैछ worldlink👎👎👎👎
A Google user,One of the most useless network app system I have ever seen . Cheee yasto wifi,1,2023-07-20 14:45:10,One of the most useless network app system I have ever seen. छेएए यस्तो wइफ़ि
A Google user,"I made a big mistake beacause i join worldlink wifi,Very poor net. Signal !",1,2021-01-24 15:29:18,"I made a big mistake बेअचौसे i join worldlink wइफ़ि, Very poor net. Signal!"
A Google user,"Usless internet .Too slow ,only speed of5,6mbps in 40 mbps.😡😡I have complained several times .",1,2020-11-10 14:44:26,"उस्लेस्स् internet. Too slow, only speed ओफ़्५, ६म्ब्प्स् in 40 म्ब्प्स्.😡😡 I have complained several times."
A Google user,Noob net conditions I think dhilo vanako nai worldlink ho While getting 40mbps only i played pubg and home user 2 there is no good internet always server did not respond This is our worst worldlink internet .,1,2020-03-27 21:53:21,नोओब् net conditions I think धिलो वनको नै worldlink ho While getting ४०म्ब्प्स् only i played पुब्ग् and home user 2 there is no good internet always server did not respond This is our worst worldlink internet.
A Google user,aru ta thikai ho but device filtering doesn't work either give us router admin login or fix the issue blacklist rakhda feri testai reset hunxa worst app jaile psw nai change hannu parne,2,2024-11-26 17:44:12,अरु ta थिकै ho but device filtering does not work either give us router admin login or fix the issue blacklist रख्द फ़ेरि तेस्तै reset हुन्छ worst app जैले प्स्w नै change हन्नु पर्ने
A Google user,Ghuu jasto net xa timi haru service ni slow,1,2025-01-20 22:42:51,घुउ जस्तो net छ तिमि हरु service नि slow
A Google user,Worst wifi very slow wifi connections every month new problem with the wifi,1,2024-05-02 17:34:34,Worst wइफ़ि very slow wइफ़ि connections every month new problem with the wइफ़ि
A Google user,Worldlink wifi is too very very slowly so slowly I don't like but I have Worldlink wifi,1,2021-05-05 19:32:53,Worldlink wइफ़ि is too very very slowly so slowly I do not like but I have Worldlink wइफ़ि
A Google user,Otp is not coming pls to log in this aap pls fix the issue as soo. As possobile,1,2021-09-14 19:50:27,ओत्प् is not coming प्ल्स् to log in this अअप् प्ल्स् fix the issue as सोओ. As पोस्सोबिले
A Google user,"Net jasto xa app tyo vanda ni katam kailey gatilo huna cainae bela thuka ""WW""",1,2025-02-19 12:32:17,"Net जस्तो छ app त्यो vanda नि कतम् कैलेय् गतिलो हुन चैनए बेल थुक"" WW"""
A Google user,Why my next mobile is not running on this wifi? नेपाली कांग्रेसका सभापति सुशील कोइरालाले उपसभापतिमा रामचन्द्र पौडेल,1,2020-09-07 11:47:10,Why my next mobile is not running on this wइफ़ि? ने पा ली कां ग् रे सका सभा पति सु शी ल को इरा ला ले उपसभा पति मा रा मचन् द् र पौ डे ल
A Google user,Its too many bugs . When i chang! My password and ssid it doesnt changed plz solve this problem?,1,2022-10-22 05:59:00,Its too many bugs. When i छन्ग्! My password and स्सिद् it does not changed प्ल्ज़् solve this problem?
A Google user,"Crashes frequently , otp won't work something says invalid otp.",1,2019-12-08 22:02:19,"Crashes frequently, ओत्प् will not work something says invalid ओत्प्."
A Google user,This app is very shlow and didn't send OTP code in mobile,1,2023-08-25 21:35:58,This app is very स्ह्लोw and did not send OTP code in mobile
A Google user,I have sme prime package but it's more worst then 40 mbps home package so i dint prefered worldlink,3,2020-05-09 21:02:05,I have स्मे prime package but it is more worst then 40 म्ब्प्स् home package so i dint प्रेफ़ेरेद् worldlink
A Google user,"Worst service, doesn't contact to costomer even after two days of complain. Hait.",1,2020-06-29 20:34:34,"Worst service, does not contact to चोस्तोमेर् even after two days of complain. हैत्."
A Google user,everthing is good but the blocklist doesnt work after 10 blacklisted mac addresses,4,2020-10-05 18:06:12,एवेर्थिन्ग् is good but the ब्लोच्क्लिस्त् does not work after 10 blacklisted mac addresses
A Google user,Bad interenet. Inrernet is slow and doesnot work I will switch this internet With other isp,1,2021-07-20 10:18:35,Bad इन्तेरेनेत्. इन्रेर्नेत् is slow and दोएस्नोत् work I will switch this internet With other इस्प्
A Google user,Need more options like Separate password ssid for 2.4G & 5G,4,2024-12-31 12:04:15,Need more options like Separate password स्सिद् for 2. 4G& 5G
A Google user,This worlink is off the limits now.. they deserves negetive stars... hawa app matra banaayera huncha... worlink of app khulna 5 mins laagcha slow internet le.. and this app shows everything is fine... toit.. hawa paisa thaguwa worldlink.. yeta jathaa haru lai bann garnu parcha nepal bata.. haddd huncha ni yaar customer thugne pani,1,2025-02-02 21:52:33,This wओर्लिन्क् is off the limits now.. they deserves नेगेतिवे stars... हwअ app मत्र बनअयेर हुन्छ... wओर्लिन्क् of app खुल्न 5 मिन्स् लअग्छ slow internet ले.. and this app shows everything is fine... तोइत्.. हwअ paisa थगुwअ worldlink.. येत जथअ हरु लै बन्न् गर्नु पर्छ नेपल् बत.. हद्द्द् हुन्छ नि यअर् customer थुग्ने पनि
A Google user,"App is so slow and buggy, internet is bhayankar slow, chitto bhanekai worldlink HOINA,",1,2023-03-18 08:26:22,"App is so slow and buggy, internet is भयन्कर् slow, छित्तो भनेकै worldlink HOINA,"
A Google user,most slow wifi just use this wifi if you like sloe wifi my wifi speed is 20mbps but it runs as 20bps,1,2019-04-04 13:48:56,most slow wइफ़ि just use this wइफ़ि if you like sloe wइफ़ि my wइफ़ि speed is २०म्ब्प्स् but it runs as २०ब्प्स्
A Google user,Can u please make yrs net problem fix I can't play online games properly 50 ma chalira hunxan sudently 300_400 ping ma pugxa fix it _worldlink_,3,2020-09-09 12:46:22,Can you please make yrs net problem fix I cannot play online games properly 50 ma छलिर हुन्छन् सुदेन्त्ल्य् ३००_४०० ping ma पुग्छ fix it _wओर्ल्द्लिन्क्_
A Google user,Wifi filtering doesn't work please fix it.,3,2020-06-20 12:30:34,Wइफ़ि filtering does not work please fix it.
A Google user,Super slow... 30 mbps/mnth still very slow,1,2020-08-25 10:30:42,Super slow... 30 म्ब्प्स्। म्न्थ् still very slow
A Google user,Sab banda useless wifi. If u want depression or to increase blood pressure use worldlink. Not fast slow bane kai worldlink 💩💩💩💩💩,1,2022-01-16 21:14:49,Sab बन्द useless wइफ़ि. If you want depression or to increase blood pressure use worldlink. Not fast slow bane कै worldlink💩💩💩💩💩
A Google user,app is ok .. but the isp is very very bad.. tired of complaning everyday!,1,2020-08-17 17:57:57,app is ओक्.. but the इस्प् is very very bad.. tired of चोम्प्लनिन्ग् everyday!
A Google user,WorldLink this network is just insecured ... And very slow 😤😤😤😤😤😤😤😤,1,2022-07-29 20:42:44,WorldLink this network is just इन्सेचुरेद्... And very slow😤😤😤😤😤😤😤😤
A Google user,Total messed up app and the internet service is hahahaha cannot say anything... eti khattam isp provider rahecha worldlink,1,2021-09-11 20:38:57,Total messed up app and the internet service is हहहह cannot say anything... एति खत्तम् इस्प् provider रहेछ worldlink
A Google user,Keeps crashing after myWorldlink wifi pop-up.,1,2023-09-18 20:33:05,Keeps crashing after म्य्Wओर्ल्द्लिन्क् wइफ़ि pop- up.
A Google user,This wifi too slow we cannot open any thing like youtube playstore Google plz make internet fast,1,2021-05-11 11:45:41,This wइफ़ि too slow we cannot open any thing like योउतुबे प्लय्स्तोरे Google प्ल्ज़् make internet fast
A Google user,Very very chutiya wifi connection I have connected 40 mbps internet and it is working like10 Mbps so bad connection of worldlink how can I play pubg on this situation please reply or remove worldlink company from Nepal,1,2020-08-04 10:53:06,Very very छुतिय wइफ़ि connection I have connected 40 म्ब्प्स् internet and it is working लिके१० म्ब्प्स् so bad connection of worldlink how can I play पुब्ग् on this situation please reply or remove worldlink company from Nepal
A Google user,Yesto naramro app. Hawa kaile chaldina just bug only . This is not helpful at all developer should work on this app chado bhanda chado,1,2023-07-23 18:59:36,येस्तो नरम्रो app. हwअ कैले छल्दिन just bug only. This is not helpful at all developer should work on this app छदो भन्द छदो
A Google user,This worldlink internet is very good conditions net im always support worldlink thank you.,5,2023-06-17 17:24:46,This worldlink internet is very good conditions net i am always support worldlink thank you.
A Google user,Worst service is that of worldlink slowest internet. Paid for 60 mbps speed is 756kbps,1,2020-03-22 19:40:22,Worst service is that of worldlink slowest internet. Paid for 60 म्ब्प्स् speed is ७५६क्ब्प्स्
A Google user,Bad service Mirchaiya brance,2,2025-03-03 15:33:25,Bad service मिर्छैय ब्रन्चे
A Google user,What is your slogan छिटो भनेकै worldlink😂😂😂😂 I've never heard this much funny jokes. You must change into ढिलो भनेकै worldlink cuz it's suits on you. Your internet service feels like 2G .Don't you feel shame on you 😠,1,2023-05-01 21:31:20,What is your slogan छि टो भने कै worldlink😂😂😂😂 I have never heard this much funny jokes. You must change into ढि लो भने कै worldlink चुज़् it is suits on you. Your internet service feels like 2G. Do not you feel shame on you😠
A Google user,Please update FUP section. It doesn't show daily usage.,5,2022-02-24 09:01:14,Please update FUP section. It does not show daily usage.
A Google user,"Hlo dev team,App isn't working properly in android 14. please this bugs soon.",2,2024-05-26 20:34:58,"ह्लो देव् team, App is not working properly in android 14. please this bugs soon."
A Google user,Cannot open app... Crashes Everytime,1,2021-06-06 20:38:18,Cannot open app... Crashes एवेर्य्तिमे
A Google user,"Kabadi worldlink, useless. Online exam ko bela net chaina, problem navako bela matrai customer care is active else always number busy.",1,2021-06-25 14:06:13,"कबदि worldlink, useless. Online exam को बेल net छैन, problem नवको बेल मत्रै customer care is active else always number busy."
A Google user,Blockimg redmi device is not working properly.👎,1,2021-01-11 21:22:43,ब्लोच्किम्ग् रेद्मि device is not working properly.👎
A Google user,"Very poor service, slown network even in 50MBPS service....",1,2021-06-20 05:49:57,"Very poor service, स्लोwन् network even in 50MBPS service...."
A Google user,Couldn't open support becoz of slow wifi,1,2021-12-05 21:55:52,Could not open support बेचोज़् of slow wइफ़ि
A Google user,It's a smoothless and esay to access,5,2020-07-04 22:05:06,It is a स्मोओथ्लेस्स् and एसय् to access
A Google user,Worldlink Internet connection and Worldlink app both are bad,1,2021-06-15 09:56:13,Worldlink Internet connection and Worldlink app both are bad
A Google user,The new UI is confusing.,3,2020-04-14 18:56:24,The new UI is confusing.
A Google user,It doesn't show accurate!!,1,2023-10-20 12:29:30,It does not show accurate!!
A Google user,Totel connected devices show error every time plz fix,4,2020-01-09 10:46:53,तोतेल् connected devices show error every time प्ल्ज़् fix
A Google user,Easy to use very nice aap. Thanxx world link,4,2022-09-11 07:03:28,Easy to use very nice अअप्. थन्छ्छ् world link
A Google user,This wifi doesn't works fast as it says 😏😏😏,1,2020-07-14 12:59:23,This wइफ़ि does not works fast as it says😏😏😏
A Google user,Very awful th home page doesn't wcwn work proper,1,2023-08-25 20:55:23,Very awful थ् home page does not wच्wन् work proper
A Google user,Notifications dont load: fixed now,5,2022-08-08 21:14:34,Notifications do not load: fixed now
A Google user,New Wi-Fi password can't updated,2,2021-05-26 11:00:25,New Wइ- फ़ि password cannot updated
A Google user,This worldlink wife is not perfect for gaming. So plz dont join this network.,1,2022-04-22 21:36:47,This worldlink wife is not perfect for gaming. So प्ल्ज़् do not join this network.
A Google user,Vey poor network I dont recommend to use their app and wifi connection,1,2020-10-23 16:37:52,वेय् poor network I do not recommend to use their app and wइफ़ि connection
A Google user,Hide SSID doesn't work :(,3,2022-10-14 22:57:49,Hide SSID does not work:(
A Google user,Verry good..super speed..word link..wifi,5,2023-02-11 20:26:03,वेर्र्य् good.. super speed.. word link.. wइफ़ि
A Google user,Awesome experience . Nice UI.,5,2021-04-28 15:45:23,Awesome experience. Nice UI.
A Google user,MY WORLDLINK APP IS NOT WORKING PROPERLY I CANOT BLOCK THE UNKNOWN USER PLZ SLOVE THE PROBLEM THANK YOU,1,2020-05-19 19:30:23,MY WORLDLINK APP IS NOT WORKING PROPERLY I CANOT BLOCK THE UNKNOWN USER PLZ SLOVE THE PROBLEM THANK YOU
A Google user,"If there would be an option for -5 stars I would rate -5 to this ISPs. They says,""xito vanekaii worldlink"" Xito my a$$......🤬🤬🤬😠😠😠🤬🤬😤😤😡👺😤🤬😤😠😤🤬😡😠😤🤬😤🤬😡😤😠😤😠😱🤬😤🤬😤🤬😤😠😤😠😤🤬😱😞😱😞👺😤🤬😤👺😤👺😤👹😤😠😤😠😤🤬😤🤬😤😠😡😡😠😤😡🤬😡🤬😡🤬😠😡😠🤬😡😡🤬😡🤬😡🤬😡😠😡😠😡🤬😡😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡😈😠🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬🤬😡🤬😡🤬😡🤬😡🤬😡🤬🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬🤬😡🤬😡🤬😡😠😡🤬😡🤬😡🤬😡🤬😡🤬",1,2021-06-24 23:39:06,"If there would be an option for- 5 stars I would rate- 5 to this इस्प्स्. They says,"" छितो वनेकैइ worldlink"" Xइतो my a$$......🤬🤬🤬😠😠😠🤬🤬😤😤😡👺😤🤬😤😠😤🤬😡😠😤🤬😤🤬😡😤😠😤😠😱🤬😤🤬😤🤬😤😠😤😠😤🤬😱😞😱😞👺😤🤬😤👺😤👺😤👹😤😠😤😠😤🤬😤🤬😤😠😡😡😠😤😡🤬😡🤬😡🤬😠😡😠🤬😡😡🤬😡🤬😡🤬😡😠😡😠😡🤬😡😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡😈😠🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬🤬😡🤬😡🤬😡🤬😡🤬😡🤬🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬🤬😡🤬😡🤬😡😠😡🤬😡🤬😡🤬😡🤬😡🤬"
A Google user,Best isp of nepal with best application support..worldlink,5,2023-01-11 09:07:59,Best इस्प् of नेपल् with best application support.. worldlink
A Google user,Wordlink is very slow.Never use wordlink,1,2021-03-31 07:49:39,Wओर्द्लिन्क् is very slow. Never use wओर्द्लिन्क्
A Google user,Very usefull app please provide my free installation plz wlink communication,5,2020-07-19 19:41:03,Very उसेफ़ुल्ल् app please provide my free installation प्ल्ज़् wलिन्क् communication
A Google user,The new UI is refreshing 👌,4,2020-03-06 11:25:12,The new UI is refreshing👌
A Google user,nice app but how to increase mps and hide wifi,4,2020-05-20 14:46:41,nice app but how to increase म्प्स् and hide wइफ़ि
